0.9999,0.9999,0.75,0.785714286,0.9999,0.9999,0.9999,0.9999,0.714285714,0.571428571,0.9999,0.9999,0.9999,0.9999,0.714285714,0.571428571,0.9999,0.9999,0.9999,0.9999,0.75,0.785714286,0.9999,0.9999
0.9999,0.928571429,0.571428571,0.607142857,0.982142857,0.9999,0.9999,0.857142857,0.428571429,0.625,0.875,0.9999,0.9999,0.857142857,0.428571429,0.625,0.875,0.9999,0.9999,0.928571429,0.571428571,0.607142857,0.982142857,0.9999
0.9999,0.9999,0.928571429,0.75,0.803571429,0.9999,0.9999,0.9999,0.678571429,0.946428571,0.714285714,0.9999,0.9999,0.928571429,0.75,0.678571429,0.9999,0.9999,0.9999,0.785714286,0.767857143,0.892857143,0.9999,0.9999
0.9999,0.9999,0.857142857,0.625,0.678571429,0.9999,0.9999,0.9999,0.464285714,0.857142857,0.535714286,0.9999,0.9999,0.803571429,0.660714286,0.464285714,0.964285714,0.9999,0.9999,0.714285714,0.625,0.803571429,0.9999,0.9999
0.9999,0.5,0.5,0.625,0.946428571,0.9999,0.9999,0.053571429,0.803571429,0.535714286,0.267857143,0.9999,0.9999,0.053571429,0.803571429,0.535714286,0.267857143,0.9999,0.9999,0.5,0.5,0.625,0.946428571,0.9999
0.9999,0.5,0.5,0.625,0.946428571,0.9999,0.9999,0.053571429,0.803571429,0.535714286,0.267857143,0.9999,0.9999,0.053571429,0.803571429,0.535714286,0.267857143,0.9999,0.9999,0.5,0.5,0.625,0.946428571,0.9999
0.9999,0.9999,0.660714286,0.660714286,0.785714286,0.9999,0.9999,0.785714286,0.25,0.785714286,0.178571429,0.892857143,0.9999,0.392857143,0.553571429,0.517857143,0.410714286,0.9999,0.964285714,0.625,0.660714286,0.821428571,0.9999,0.9999
0.9999,0.9999,0.660714286,0.660714286,0.785714286,0.9999,0.9999,0.785714286,0.25,0.785714286,0.178571429,0.892857143,0.9999,0.392857143,0.553571429,0.517857143,0.410714286,0.9999,0.964285714,0.625,0.660714286,0.821428571,0.9999,0.9999
0.9999,0.75,0.803571429,0.785714286,0.946428571,0.9999,0.9999,0.571428571,0.857142857,0.928571429,0.553571429,0.9999,0.9999,0.571428571,0.857142857,0.785714286,0.607142857,0.9999,0.9999,0.803571429,0.785714286,0.803571429,0.9999,0.9999
0.9999,0.714285714,0.571428571,0.589285714,0.875,0.9999,0.9999,0.428571429,0.571428571,0.75,0.232142857,0.9999,0.9999,0.428571429,0.571428571,0.678571429,0.285714286,0.9999,0.9999,0.607142857,0.5,0.589285714,0.910714286,0.9999
0.9999,0.9999,0.732142857,0.767857143,0.785714286,0.9999,0.9999,0.982142857,0.464285714,0.9999,0.446428571,0.9999,0.9999,0.589285714,0.839285714,0.732142857,0.714285714,0.9999,0.9999,0.803571429,0.857142857,0.964285714,0.9999,0.9999
0.9999,0.9999,0.696428571,0.535714286,0.785714286,0.982142857,0.9999,0.982142857,0.25,0.964285714,0.160714286,0.892857143,0.9999,0.625,0.535714286,0.535714286,0.428571429,0.9999,0.964285714,0.517857143,0.589285714,0.75,0.9999,0.9999
